Name,Slug,Collection ID,Locale ID,Item ID,Archived,Draft,Created On,Updated On,Published On,Answer,Page Title,Order,Version
What ages does the book fair cater to? ,what-ages-does-the-book-fair-cater-to-2,6855646740138c5ee8a70084,6855646740138c5ee8a70035,6855646740138c5ee8a70137,false,false,Sat May 24 2025 19:51:23 GMT+0000 (Coordinated Universal Time),Fri Jun 06 2025 01:02:21 GMT+0000 (Coordinated Universal Time),Tue Jun 24 2025 12:31:39 GMT+0000 (Coordinated Universal Time),"<p id="""">The Ignatius Book Fair provides books for children in grades K-8, including picture books, comic books, early readers, elementary and middle school books. We do include one table of books for ""Older Teens 16+ and Adults"" so the whole family can pick up a book at our fairs! </p>",FAQs Literature Logistics,,Catholic
What are Ave Dollars?,what-are-ave-dollars,6855646740138c5ee8a70084,6855646740138c5ee8a70035,6855646740138c5ee8a70103,false,false,Thu Feb 29 2024 00:44:49 GMT+0000 (Coordinated Universal Time),Sat May 24 2025 19:59:05 GMT+0000 (Coordinated Universal Time),Tue Jun 24 2025 12:31:39 GMT+0000 (Coordinated Universal Time),"<p id="""">This is virtual money that can be spent at the end of your book fair in-person, over the payment device, or on our website so that you can buy more books for your libraries, classrooms, or other groups, clubs and organizational needs.</p>",FAQs Reader Rewards,,Public
What are Ave Dollars? ,what-are-ave-dollars-2,6855646740138c5ee8a70084,6855646740138c5ee8a70035,6855646740138c5ee8a70139,false,false,Sat May 24 2025 19:59:17 GMT+0000 (Coordinated Universal Time),Sat May 24 2025 19:59:17 GMT+0000 (Coordinated Universal Time),Tue Jun 24 2025 12:31:39 GMT+0000 (Coordinated Universal Time),"<p id="""">This is virtual money that can be spent at the end of your book fair in-person, over the payment device, or on our website so that you can buy more books for your libraries, classrooms, or other groups, clubs and organizational needs.</p>",FAQs Reader Rewards,,Catholic
What happens if we have an unexpected problem during a book fair?,what-happens-if-we-have-an-unexpected-problem-during-a-book-fair,6855646740138c5ee8a70084,6855646740138c5ee8a70035,6855646740138c5ee8a7010e,false,false,Thu Feb 29 2024 00:51:24 GMT+0000 (Coordinated Universal Time),Sat Sep 27 2025 16:47:37 GMT+0000 (Coordinated Universal Time),Sat Sep 27 2025 16:47:37 GMT+0000 (Coordinated Universal Time),"<p id="""">Your Book Fair Manager will be available should any problems arise during a book fair. We are here to help!</p>",FAQs Your Concerns Our Commitments,,Public
What happens if we have an unexpected problem during a book fair?,what-happens-if-we-have-an-unexpected-problem-during-a-book-fair-2,6855646740138c5ee8a70084,6855646740138c5ee8a70035,6855646740138c5ee8a70142,false,false,Sat May 24 2025 20:40:42 GMT+0000 (Coordinated Universal Time),Sun Sep 21 2025 12:59:44 GMT+0000 (Coordinated Universal Time),Sun Sep 21 2025 13:08:36 GMT+0000 (Coordinated Universal Time),"<p id="""">Your Book Fair Manager will be available should any problems arise during a book fair. We are here to help!</p>",FAQs Your Concerns Our Commitments,,Catholic
"What if I need to cancel, extend, delay, or change the dates of my book fair?",what-if-i-need-to-cancel-extend-delay-or-change-the-dates-of-my-book-fair,6855646740138c5ee8a70084,6855646740138c5ee8a70035,6855646740138c5ee8a7010d,false,false,Thu Feb 29 2024 00:50:49 GMT+0000 (Coordinated Universal Time),Wed Mar 12 2025 00:49:31 GMT+0000 (Coordinated Universal Time),Tue Jun 24 2025 12:31:39 GMT+0000 (Coordinated Universal Time),"<p>If you need to cancel, extend, delay, or change book fair dates, please contact your Book Fair Pro as soon as possible. In unexpected cases, the school may be responsible for reimbursing shipping and/or marketing expenses.</p>",FAQs Your Concerns Our Commitments,,Public
"What if I need to cancel, extend, delay, or change the dates of my book fair?",what-if-i-need-to-cancel-extend-delay-or-change-the-dates-of-my-book-fair-2,6855646740138c5ee8a70084,6855646740138c5ee8a70035,6855646740138c5ee8a70141,false,false,Sat May 24 2025 20:40:14 GMT+0000 (Coordinated Universal Time),Sat May 24 2025 20:40:14 GMT+0000 (Coordinated Universal Time),Tue Jun 24 2025 12:31:39 GMT+0000 (Coordinated Universal Time),"<p>If you need to cancel, extend, delay, or change book fair dates, please contact your Book Fair Pro as soon as possible. In unexpected cases, the school may be responsible for reimbursing shipping and/or marketing expenses.</p>",FAQs Your Concerns Our Commitments,,Catholic
What if my school  is too small for an in-person book fair?,what-if-my-school-or-parish-is-too-small-for-an-in-person-book-fair-copy,6855646740138c5ee8a70084,6855646740138c5ee8a70035,6855646740138c5ee8a7012c,false,false,Sat Feb 15 2025 21:12:04 GMT+0000 (Coordinated Universal Time),Sat Oct 04 2025 17:35:22 GMT+0000 (Coordinated Universal Time),Sat Oct 04 2025 17:35:22 GMT+0000 (Coordinated Universal Time),"<p id="""">Ignatius Book Fairs offers a virtual book fair. These are ideal for smaller schools. This event requires much less volunteer time and effort to organize. This option is available to larger schools too if they don’t want to host a full onsite book fair. </p><p id=""""><strong id="""">Is there a minimum sales requirement? </strong></p><p id="""">We ask that you feel confident that you have enough community support to generate at least $1000 in sales, although there is no minimum requirement. </p><p id=""""><strong id="""">How much does a Virtual Book Fair cost? </strong></p><p id="""">The cost is $175, which includes all the books, supplies, and customer support you need for a successful event. Payment must be received within 15 days of signing the contract.</p><p id=""""><strong id="""">What do you send us? </strong></p><p id="""">One week before your virtual fair begins, each organization will be sent an official virtual book fair kit. The kit will include 50 book fair flyers, 50 bookmarks, and the selection of our most popular, best-selling books you opted to receive. You may keep these books OR re-sell them at list price after your virtual book fair concludes.</p><p id=""""><strong id="""">How are books purchased? </strong></p><p id="""">All the shopping is done entirely on our website, store.ignatiusbookfairs.com and payment is by credit card. Customers simply create an online account, select your school, and start shopping! </p><p id="""">NOTE: After your online book fair ends, if you choose to re-sell the sample books, your organization is responsible for accepting payment via check, cash, FACTS, etc.</p><p id=""""><strong id="""">Do you offer rewards for our organization?</strong></p><p id="""">Yes! Your organization will earn “Ave Dollars” which can be redeemed on our website to buy books. We offer 30% of all online sales (excluding tax) in Ave Dollars if your sales exceed $3,000. Here's an example of what you can earn:</p><p id=""""><strong id="""">30% Ave Dollars&nbsp;</strong></p><p id="""">$1000&nbsp;earns $300&nbsp;Ave Dollars</p><p id="""">$2000&nbsp;earns $600&nbsp;Ave Dollars&nbsp;</p><p id="""">$3000&nbsp;earns $900&nbsp;Ave Dollars&nbsp;</p><p id="""">Over $3000 earns $900 + $75 in Surprise Bonus Books&nbsp;&nbsp;<strong id=""""><br><br>How long will our online book fair last? </strong></p><p id="""">The online book fair will last 7 days. Remember, you will need a plan to promote shopping before, during, and after the event. Books ordered during the event will have the option to be held and sent to your organization with FREE shipping. Your organization is responsible for distributing these books. </p><p id=""""><strong id="""">What work is required from our organization? </strong></p><p id="""">Your main role will be to advertise your event using all the communications your organization sends out: newsletters, social media posts, in the official calendar, etc. It’s best practice to advertise often leading up to the fair, then each day during the fair. To make this easy, we provide a comprehensive set of advertising resources. If your community doesn’t know about the fair, or forgets that it is happening, they won’t order! Advertising ideas will be talked about during our live workshop for virtual fairs. Please plan to sign up to attend when you receive the invitation. You will be sent the recording even if you were not able to make it to the session.</p><p id=""""><strong id="""">How do we advertise? </strong></p><p id="""">We will send you a digital kit with social media graphics, a wish list, a digital catalog and instructions on how to use them. We will also be talking a lot about advertising during our live workshop, which is built especially for our virtual fair coordinators.</p><p id=""""><strong id="""">What do we do after the online book fair ends? </strong></p><p id="""">We will notify you about your total online sales and add the Ave Dollars to your account, so you can start using the rewards you have earned!</p><p id=""""><strong id="""">How do we schedule a “Virtual Book Fair”?</strong></p><p id=""""><a href=""https://ignatiusbookfairs.com."" id="""">Contact a Book Fair Pro</a></p><p id="""">‍</p><p id="""">‍</p>",FAQs Flow of the Fair,,Public
What if my school or parish is too small for an in-person book fair?,what-if-my-school-or-parish-is-too-small-for-an-in-person-book-fair,6855646740138c5ee8a70084,6855646740138c5ee8a70035,6855646740138c5ee8a700f7,false,false,Thu Feb 29 2024 00:35:58 GMT+0000 (Coordinated Universal Time),Sat Oct 04 2025 17:35:42 GMT+0000 (Coordinated Universal Time),Mon Oct 06 2025 18:23:49 GMT+0000 (Coordinated Universal Time),"<p id="""">Ignatius Book Fairs &nbsp;offers a virtual book fair. These are ideal for smaller schools. This event requires much less volunteer time and effort to organize. This option is available to larger schools too if they don’t want to host a full onsite book fair. </p><p id=""""><strong id="""">Is there a minimum sales requirement? </strong></p><p id="""">We ask that you feel confident that you have enough community support to generate at least $1000 in sales, although there is no minimum requirement. </p><p id=""""><strong id="""">How much does a Virtual Book Fair cost? </strong></p><p id="""">The cost is $175, which includes all the books, supplies, and customer support you need for a successful event. Payment must be received within 15 days of signing the contract.</p><p id=""""><strong id="""">What do you send us? </strong></p><p id="""">One week before your virtual fair begins, each organization will be sent an official virtual book fair kit. The kit will include 50 book fair flyers, 50 bookmarks, and the selection of our most popular, best-selling books you opted to receive. You may keep these books OR re-sell them at list price after your virtual book fair concludes.</p><p id=""""><strong id="""">How are books purchased? </strong></p><p id="""">All the shopping is done entirely on our website, store.ignatiusbookfairs.com and payment is by credit card. Customers simply create an online account, select your school, and start shopping! </p><p id="""">NOTE: After your online book fair ends, if you choose to re-sell the sample books, your organization is responsible for accepting payment via check, cash, FACTS, etc.</p><p id=""""><strong id="""">Do you offer rewards for our organization?</strong></p><p id="""">Yes! Your organization will earn “Ave Dollars” which can be redeemed on our website to buy books. We offer 30% of all online sales (excluding tax) in Ave Dollars if your sales exceed $3,000. Here's an example of what you can earn:</p><p id=""""><strong id="""">30% Ave Dollars&nbsp;</strong></p><p id="""">$1000&nbsp;earns $300&nbsp;Ave Dollars</p><p id="""">$2000&nbsp;earns $600&nbsp;Ave Dollars&nbsp;</p><p id="""">$3000&nbsp;earns $900&nbsp;Ave Dollars&nbsp;</p><p id="""">Over $3000 earns $900 + $75 in Surprise Bonus Books&nbsp;&nbsp;<strong id=""""><br><br>How long will our online book fair last? </strong></p><p id="""">The online book fair will last 7 days. Remember, you will need a plan to promote shopping before, during, and after the event. Books ordered during the event will have the option to be held and sent to your organization with FREE shipping. Your organization is responsible for distributing these books. </p><p id=""""><strong id="""">What work is required from our organization? </strong></p><p id="""">Your main role will be to advertise your event using all the communications your organization sends out: newsletters, social media posts, parish bulletin, in the official calendar, etc. It’s best practice to advertise often leading up to the fair, then each day during the fair. To make this easy, we provide a comprehensive set of advertising resources. If your community doesn’t know about the fair, or forgets that it is happening, they won’t order! Advertising ideas will be talked about during our live workshop for virtual fairs. Please plan to sign up to attend when you receive the invitation. You will be sent the recording even if you were not able to make it to the session.</p><p id=""""><strong id="""">How do we advertise? </strong></p><p id="""">We will send you a digital kit with social media graphics, a wish list, a digital catalog and instructions on how to use them. We will also be talking a lot about advertising during our live workshop, which is built especially for our virtual fair coordinators.</p><p id=""""><strong id="""">What do we do after the online book fair ends? </strong></p><p id="""">We will notify you about your total online sales and add the Ave Dollars to your account, so you can start using the rewards you have earned!</p><p id=""""><strong id="""">How do we schedule a “Virtual Book Fair”?</strong></p><p id=""""><a href=""https://ignatiusbookfairs.com."" id="""">Contact a Book Fair Pro</a></p><p id="""">‍</p><p id="""">‍</p>",FAQs Flow of the Fair,,Catholic
What if we’ve never hosted a book fair before?,what-if-weve-never-hosted-a-book-fair-before,6855646740138c5ee8a70084,6855646740138c5ee8a70035,6855646740138c5ee8a700e3,false,false,Thu Feb 29 2024 00:35:19 GMT+0000 (Coordinated Universal Time),Wed Mar 12 2025 00:55:02 GMT+0000 (Coordinated Universal Time),Tue Jun 24 2025 12:31:39 GMT+0000 (Coordinated Universal Time),"<p id="""">First book fair? No problem! Our experienced staff will help you along the way. After signing a contract, we will send you a document called “Your Guide to Hosting a Successful Ignatius Book Fair,” which will explain in detail all our tips, tricks, and suggestions to help you plan a fantastic event. We will also break this document down into bite-sized nuggets that will arrive via email at strategic intervals to give you time to implement these tips before moving on. Plan to join us for a 3-part workshop series to help guarantee your success, particularly for first-timers. This is a live, interactive series with a short presentation, and time for questions and answers. We will cover all aspects of how to plan, host and close a successful fair. </p><p id="""">‍</p>",FAQs Flow of the Fair,,Public
What if we’ve never hosted a book fair before?,what-if-weve-never-hosted-a-book-fair-before-2,6855646740138c5ee8a70084,6855646740138c5ee8a70035,6855646740138c5ee8a7013f,false,false,Sat May 24 2025 20:31:02 GMT+0000 (Coordinated Universal Time),Sat May 24 2025 20:31:02 GMT+0000 (Coordinated Universal Time),Tue Jun 24 2025 12:31:39 GMT+0000 (Coordinated Universal Time),"<p id="""">First book fair? No problem! Our experienced staff will help you along the way. After signing a contract, we will send you a document called “Your Guide to Hosting a Successful Ignatius Book Fair,” which will explain in detail all our tips, tricks, and suggestions to help you plan a fantastic event. We will also break this document down into bite-sized nuggets that will arrive via email at strategic intervals to give you time to implement these tips before moving on. Plan to join us for a 3-part workshop series to help guarantee your success, particularly for first-timers. This is a live, interactive series with a short presentation, and time for questions and answers. We will cover all aspects of how to plan, host and close a successful fair. </p><p id="""">‍</p>",FAQs Flow of the Fair,,Catholic
What is e-Wallet?,what-is-e-wallet,6855646740138c5ee8a70084,6855646740138c5ee8a70035,6855646740138c5ee8a70105,false,false,Thu Feb 29 2024 00:45:23 GMT+0000 (Coordinated Universal Time),Sun Sep 21 2025 12:58:34 GMT+0000 (Coordinated Universal Time),Sun Sep 21 2025 13:08:36 GMT+0000 (Coordinated Universal Time),"<p id="""">This feature is coming soon. e-Wallet will be a digital payment account where you can fund your child’s purchases in advance. Other people, such as grandparents and friends, can also contribute to your child’s e-Wallet and they can use this to shop at the book fair.</p>",FAQs Reader Rewards,,
What’s the process if I want to host a book fair?,whats-the-process-if-i-want-to-host-a-book-fair,6855646740138c5ee8a70084,6855646740138c5ee8a70035,6855646740138c5ee8a70093,false,false,Thu Feb 29 2024 00:08:00 GMT+0000 (Coordinated Universal Time),Sun Sep 21 2025 12:39:45 GMT+0000 (Coordinated Universal Time),Sun Sep 21 2025 13:08:36 GMT+0000 (Coordinated Universal Time),"<p id="""">To host a book fair, <a href=""https://ignatiusbookfairs.com"">please complete an inquiry form</a>. You will then be contacted by a Book Fair Pro who will provide more information and answer any questions you have.</p>",Home,2,Public
What’s the process if I want to host a book fair?,whats-the-process-if-i-want-to-host-a-book-fair-2,6855646740138c5ee8a70084,6855646740138c5ee8a70035,6855646740138c5ee8a70099,false,false,Thu Feb 29 2024 00:34:06 GMT+0000 (Coordinated Universal Time),Sat Sep 27 2025 16:36:29 GMT+0000 (Coordinated Universal Time),Sat Sep 27 2025 16:38:52 GMT+0000 (Coordinated Universal Time),"<p id="""">To host a book fair, <a href=""https://ignatiusbookfairs.com"">p</a><a href=""https://ignatiusbookfairs.com"">lease complete an inquiry form</a>. You will then be contacted by a Book Fair Pro who will provide more information and answer any questions you have.</p>",FAQs Flow of the Fair,,Public
What’s the process if I want to host a book fair?,whats-the-process-if-i-want-to-host-a-book-fair-3,6855646740138c5ee8a70084,6855646740138c5ee8a70035,6855646740138c5ee8a7013d,false,false,Sat May 24 2025 20:27:48 GMT+0000 (Coordinated Universal Time),Sun Sep 21 2025 12:39:00 GMT+0000 (Coordinated Universal Time),Sun Sep 21 2025 13:08:36 GMT+0000 (Coordinated Universal Time),"<p id="""">To host a book fair, please <a href=""https://ignatiusbookfairs.com"">complete an inquiry form</a>. You will then be contacted by a Book Fair Pro who will provide more information and answer any questions you have.</p>",FAQs Flow of the Fair,,Catholic
Where are you located?,where-are-you-located,6855646740138c5ee8a70084,6855646740138c5ee8a70035,6855646740138c5ee8a70096,false,false,Thu Feb 29 2024 00:30:23 GMT+0000 (Coordinated Universal Time),Tue Apr 08 2025 01:19:51 GMT+0000 (Coordinated Universal Time),Tue Jun 24 2025 12:31:39 GMT+0000 (Coordinated Universal Time),"<p>Our main office is located in the beautiful town of Ave Maria, Florida.</p>",FAQs Turning the Page,,Public
Where are you located?,where-are-you-located-2,6855646740138c5ee8a70084,6855646740138c5ee8a70035,6855646740138c5ee8a7013a,false,false,Sat May 24 2025 20:20:18 GMT+0000 (Coordinated Universal Time),Sat May 24 2025 20:20:18 GMT+0000 (Coordinated Universal Time),Tue Jun 24 2025 12:31:39 GMT+0000 (Coordinated Universal Time),"<p>Our main office is located in the beautiful town of Ave Maria, Florida.</p>",FAQs Turning the Page,,Catholic
Where can a book fair be hosted?,where-can-a-book-fair-be-hosted,6855646740138c5ee8a70084,6855646740138c5ee8a70035,6855646740138c5ee8a700c8,false,false,Thu Feb 29 2024 00:34:44 GMT+0000 (Coordinated Universal Time),Tue Apr 08 2025 01:34:36 GMT+0000 (Coordinated Universal Time),Tue Jun 24 2025 12:31:39 GMT+0000 (Coordinated Universal Time),"<p>Ignatius Book Fairs are now available for schools and parishes across the continental United States! If you are interested in hosting a book fair, please fill out an inquiry form and tell us more about your school or parish. One of our dedicated Book Fair Pros will reach out to you to determine if your school or parish is a fit for this incredible opportunity.</p>",FAQs Flow of the Fair,4,Catholic
Where can a book fair be hosted?,where-can-a-book-fair-be-hosted-2,6855646740138c5ee8a70084,6855646740138c5ee8a70035,6855646740138c5ee8a7012e,false,false,Sat Feb 15 2025 21:16:23 GMT+0000 (Coordinated Universal Time),Mon Oct 06 2025 18:29:55 GMT+0000 (Coordinated Universal Time),Tue Oct 21 2025 22:01:03 GMT+0000 (Coordinated Universal Time),"<p id="""">Ignatius Book Fairs are now available for schools across the continental United States! If you are interested in hosting a book fair, please <a href=""https://ignatiusbookfairs.com"" id="""">fill out an inquiry form</a>, tell us more about your school, and book an appointment. One of our dedicated Book Fair Pros will reach out to you to determine if your school is a fit for this incredible opportunity.</p>",FAQs Flow of the Fair,4,Public
Where can a fair be hosted?,where-can-a-fair-be-hosted,6855646740138c5ee8a70084,6855646740138c5ee8a70035,6855646740138c5ee8a70094,false,false,Thu Feb 29 2024 00:08:18 GMT+0000 (Coordinated Universal Time),Sat Feb 15 2025 21:21:25 GMT+0000 (Coordinated Universal Time),Tue Jun 24 2025 12:31:39 GMT+0000 (Coordinated Universal Time),"<p>Ignatius Book Fairs are now available for schools and parishes across the continental United States! If you are interested in hosting a book fair, please fill out an inquiry form and tell us more about your school or parish. One of our dedicated Book Fair Pros will reach out to you to determine if your school or parish is a fit for this incredible opportunity.</p>",Home,3,Catholic
Where can a fair be hosted?,where-can-a-fair-be-hosted-2,6855646740138c5ee8a70084,6855646740138c5ee8a70035,6855646740138c5ee8a70131,false,false,Sat Feb 15 2025 21:21:59 GMT+0000 (Coordinated Universal Time),Mon Oct 06 2025 18:29:58 GMT+0000 (Coordinated Universal Time),Tue Oct 21 2025 22:01:03 GMT+0000 (Coordinated Universal Time),"<p id="""">Ignatius Book Fairs are now available for schools across the continental United States! If you are interested in hosting a book fair, please <a href=""https://ignatiusbookfairs.com"" target=""_blank"" id="""">fill out an inquiry form</a>, tell us more about your school, and book an appointment. One of our dedicated Book Fair Pros will reach out to you to determine if your school is a fit for this incredible opportunity.</p>",Home,3,Public
Who is on your team?,who-is-on-your-team,6855646740138c5ee8a70084,6855646740138c5ee8a70035,6855646740138c5ee8a70097,false,false,Thu Feb 29 2024 00:30:48 GMT+0000 (Coordinated Universal Time),Tue Apr 08 2025 01:34:45 GMT+0000 (Coordinated Universal Time),Tue Jun 24 2025 12:31:39 GMT+0000 (Coordinated Universal Time),"<p id="""">Our Ignatius Book Fairs team is truly exceptional! Guided by seasoned experts from Ave Maria University and Ignatius Press, our Operations Team comprises individuals with vast experience in both Catholic schools and book fairs. Additionally, we have enthusiastic student interns from Ave Maria University lending their support. We cannot wait to connect with you!</p>",FAQs Turning the Page,,Catholic
Who is on your team?,who-is-on-your-team-2,6855646740138c5ee8a70084,6855646740138c5ee8a70035,6855646740138c5ee8a7012f,false,false,Sat Feb 15 2025 21:18:43 GMT+0000 (Coordinated Universal Time),Wed Mar 12 2025 01:07:54 GMT+0000 (Coordinated Universal Time),Tue Jun 24 2025 12:31:39 GMT+0000 (Coordinated Universal Time),"<p id="""">Our Ignatius Book Fairs team is truly exceptional! Guided by seasoned experts from Ave Maria University and Ignatius Press, our Operations Team comprises individuals with vast experience in both schools and book fairs. Additionally, we have enthusiastic student interns from Ave Maria University lending their support. We cannot wait to connect with you!</p>",FAQs Turning the Page,,Public
Why did Ave Maria University and Ignatius Press start book fairs?,why-did-ave-maria-university-and-ignatius-press-start-book-fairs,6855646740138c5ee8a70084,6855646740138c5ee8a70035,6855646740138c5ee8a70091,false,false,Thu Feb 29 2024 00:07:19 GMT+0000 (Coordinated Universal Time),Sat Sep 27 2025 15:12:04 GMT+0000 (Coordinated Universal Time),Sat Sep 27 2025 15:17:02 GMT+0000 (Coordinated Universal Time),"<p id="""">Ave Maria University and Ignatius Press have launched book fairs to offer a refreshing, high-quality alternative to other nationally known book fairs. Our goal is to provide children with access to literature that can shape their minds and enrich their lives in meaningful and lasting ways. </p><p id="""">‍</p>",Home,2,Public
Why did Ave Maria and Ignatius Press start a book fair service? ,why-did-ave-maria-and-ignatius-press-start-a-book-fair-service-2,6855646740138c5ee8a70084,6855646740138c5ee8a70035,6855646740138c5ee8a70130,false,false,Sat Feb 15 2025 21:20:47 GMT+0000 (Coordinated Universal Time),Sat Sep 27 2025 15:12:38 GMT+0000 (Coordinated Universal Time),Sat Sep 27 2025 15:17:02 GMT+0000 (Coordinated Universal Time),"<p>Ave Maria University and Ignatius Press have launched book fairs to offer a refreshing, high-quality alternative to other nationally known book fairs. Our goal is to provide children with access to literature that can shape their minds and enrich their lives in meaningful and lasting ways. </p><p id="""">‍</p>",FAQs Turning the Page,3,Public
Why did Ave Maria and Ignatius Press start a book fair service?  ,why-did-ave-maria-and-ignatius-press-start-a-book-fair-service,6855646740138c5ee8a70084,6855646740138c5ee8a70035,6855646740138c5ee8a70095,false,false,Thu Feb 29 2024 00:29:51 GMT+0000 (Coordinated Universal Time),Tue Apr 08 2025 01:34:55 GMT+0000 (Coordinated Universal Time),Tue Jun 24 2025 12:31:39 GMT+0000 (Coordinated Universal Time),"<p id="""">Ave Maria University and Ignatius Press have launched book fairs to offer an unparalleled Catholic alternative to other nationally known book fairs. Our goal is to ensure that children have access to literature that can shape their minds and nourish their souls in the most profound way possible.</p>",FAQs Turning the Page,3,Catholic
